gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,current_annual_salary
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,02/16/2004,2004,55122.12
F,HHS,Department of Health and Human Services,Nurse Monitoring,Fulltime-Regular,Nurse Manager,02/04/2008,2008,97432.82
M,FRS,Fire and Rescue Services,Station 3,Fulltime-Regular,Firefighter/Rescuer III,01/14/2013,2013,61408.0
M,POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,Fulltime-Regular,Abandoned Vehicle Code Enforcement Specialist,11/19/2001,2001,48054.18
M,POL,Department of Police,PSB 5th District Special Assignment Team,Fulltime-Regular,Master Police Officer,06/16/2003,2003,84871.0
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Officer II (PFC),08/26/2013,2013,51576.0
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,09/08/2006,2006,39834.51
M,HHS,Department of Health and Human Services,TB and Refugee Health,Fulltime-Regular,Radiologic Technologist,11/26/2007,2007,65278.51
M,FRS,Fire and Rescue Services,Station 17,Fulltime-Regular,Firefighter/Rescuer III,09/03/2002,2002,86753.0
M,FRS,Fire and Rescue Services,Station 4,Fulltime-Regular,Master Firefighter/Rescuer,03/17/2008,2008,77231.0
M,DLC,Department of Liquor Control,Muddy Branch,Parttime-Regular,Liquor Store Clerk I,12/26/2006,2006,29779.07
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker IV,05/06/2001,2001,85763.95
M,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer II (PFC),04/20/2015,2015,48145.0
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Administrative Specialist I,06/26/2006,2006,64105.74
M,POL,Department of Police,PSB 2nd District Traffic Squad,Fulltime-Regular,Police Sergeant,11/08/1999,1999,103506.0
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,03/12/2001,2001,89620.0
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,08/23/1999,1999,24978.81
F,LIB,Department of Public Libraries,Potomac Library,Fulltime-Regular,Librarian I,12/05/2014,2014,55054.21
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Community Services Aide III,01/16/2001,2001,73801.0
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,07/15/2002,2002,73801.0
M,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist I,05/12/2009,2009,39257.0
F,DTS,Department of Technology Services,EASD Web and Mobile Applications,Fulltime-Regular,Senior Information Technology Specialist,06/13/2005,2005,118400.0
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,07/17/2006,2006,72902.0
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,08/25/2004,2004,34777.1
F,OHR,Office of Human Resources,Recruitment and Selection Division,Parttime-Regular,Human Resources Specialist III,07/02/2001,2001,86058.93
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer II,01/28/2013,2013,58455.0
F,HHS,Department of Health and Human Services,Montgomery Cares,Fulltime-Regular,Administrative Specialist III,02/20/2001,2001,93396.0
F,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,09/28/1998,1998,64141.0
M,COR,Correction and Rehabilitation,DS MCCF Unit 1 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),04/29/2002,2002,82556.0
M,HHS,Department of Health and Human Services,Montgomery Cares,Fulltime-Regular,Administrative Specialist III,01/08/2007,2007,93396.0
F,HHS,Department of Health and Human Services,Health Care and Group Residential Services,Fulltime-Regular,Program Manager II,10/11/1977,1977,104717.28
F,HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Social Worker III,08/20/2001,2001,81564.6
F,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Registered Veterinary Technician,12/01/2014,2014,48503.69
F,POL,Department of Police,FSB Security Services Division,Fulltime-Regular,Security Officer I,01/07/2008,2008,48258.81
F,POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,Fulltime-Regular,Traffic Enforcement Field Service Technician II,07/23/2007,2007,48513.67
M,DLC,Department of Liquor Control,Kensington,Parttime-Regular,Liquor Store Clerk I,09/18/2005,2005,36606.62
M,FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Firefighter/Rescuer III,10/17/2005,2005,77787.0
M,FRS,Fire and Rescue Services,Station 8,Fulltime-Regular,Firefighter/Rescuer II,07/29/2013,2013,52693.0
M,FRS,Fire and Rescue Services,Recruit Training,Fulltime-Regular,Firefighter/Rescuer I (Recruit),12/12/2016,2016,45261.0
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,12/15/2014,2014,38756.92
M,DGS,Department of General Services,Facilities Maintenance,Fulltime-Regular,HVAC Mechanic II,08/20/2001,2001,77343.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,01/09/2012,2012,43525.72
M,FRS,Fire and Rescue Services,Station 12,Fulltime-Regular,Firefighter/Rescuer II,07/29/2013,2013,52693.0
M,HHS,Department of Health and Human Services,"Chief, Aging and Disability Services",Fulltime-Regular,Chief Aging and Disability Services,03/27/1989,1989,170754.0
M,FRS,Fire and Rescue Services,Station 18,Fulltime-Regular,Firefighter/Rescuer III,09/29/2009,2009,61344.0
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer I,10/06/2014,2014,53788.0
M,HHS,Department of Health and Human Services,Area Agency on Aging Administration,Fulltime-Regular,Manager III,10/04/1999,1999,129571.09
F,FIN,Department of Finance,General Accounting,Fulltime-Regular,Senior Financial Specialist,03/06/2006,2006,100382.71
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer I,10/06/2014,2014,63887.0
F,HHS,Department of Health and Human Services,Medical Assistance Eligibility Services,Fulltime-Regular,Income Assistance Program Specialist II,07/12/2004,2004,66985.25
M,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),07/29/2013,2013,56733.0
M,DOT,Department of Transportation,Transportation Planning and Design Section,Fulltime-Regular,Engineer III,06/10/2001,2001,102664.0
M,POL,Department of Police,FSB Special Operations Division,Fulltime-Regular,Police Officer III,07/21/2003,2003,80829.0
M,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),08/01/2011,2011,58720.0
M,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,04/18/1999,1999,81066.0
F,HHS,Department of Health and Human Services,Early Childhood Services,Fulltime-Regular,Office Services Coordinator,07/24/1994,1994,69222.18
F,HHS,Department of Health and Human Services,Infants and Toddlers,Fulltime-Regular,Administrative Specialist I,02/08/2016,2016,59276.91
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,07/30/2013,2013,36797.11
F,HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker III,06/18/2012,2012,78391.99
M,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer Candidate,07/11/2016,2016,50211.0
F,POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,Fulltime-Regular,Traffic Enforcement Field Service Technician II,01/08/2001,2001,43525.72
M,FRS,Fire and Rescue Services,Station 21,Fulltime-Regular,Firefighter/Rescuer III,03/19/2007,2007,65716.0
F,OMB,Office of Management and Budget,"Process, Production and Technology",Fulltime-Regular,Senior Management and Budget Specialist,08/27/2001,2001,112899.0
M,COR,Correction and Rehabilitation,DS MCCF Unit 3 Security,Fulltime-Regular,Correctional Officer III (Corporal),09/05/2006,2006,65105.0
M,FRS,Fire and Rescue Services,Fourth Battalion - Administration,Fulltime-Regular,Fire/Rescue Battalion Chief,04/05/1982,1982,135945.95
F,DOT,Department of Transportation,Transportation Planning and Design Section,Parttime-Regular,Planning Specialist II,02/12/1996,1996,40912.36
M,HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,Fulltime-Regular,Therapist II,05/30/1989,1989,100849.36
M,CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",Fulltime-Regular,Assistant County Attorney III,04/04/2016,2016,95475.0
M,POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,Fulltime-Regular,Principal Administrative Aide,07/09/2001,2001,52827.26
M,FRS,Fire and Rescue Services,Station 9,Fulltime-Regular,Master Firefighter/Rescuer,11/29/1999,1999,88859.0
M,POL,Department of Police,PSB 6th District Patrol,Fulltime-Regular,Police Officer III,07/14/2008,2008,68054.0
M,DGS,Department of General Services,Building Design and Construction,Fulltime-Regular,Construction Representative III,12/11/2006,2006,88980.92
M,BOE,Board of Elections,Polling Place Management,Fulltime-Regular,Supply Technician II,10/10/1995,1995,57476.06
M,FRS,Fire and Rescue Services,Station 35,Fulltime-Regular,Firefighter/Rescuer III,05/16/2005,2005,70396.0
M,POL,Department of Police,PSB 1st District Traffic Squad,Fulltime-Regular,Police Officer III,02/25/1985,1985,92756.7
F,LIB,Department of Public Libraries,Damascus Library,Parttime-Regular,Library Associate II,03/21/1994,1994,37881.99
F,CCL,County Council,Council Central Staff,Fulltime-Regular,Manager II,10/22/2001,2001,156525.0
M,FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Fire/Rescue Captain,08/17/1998,1998,110229.0
F,POL,Department of Police,Field Services Bureau,Fulltime-Regular,Assistant Chief of Police,02/25/1985,1985,174166.0
M,FRS,Fire and Rescue Services,Fire Chief's Executive Office,Fulltime-Regular,Fire/Rescue Assistant Chief,02/22/1994,1994,144472.55
F,HHS,Department of Health and Human Services,Head Start/Pre-K (Health),Parttime-Regular,School Health Room Technician I,02/17/2004,2004,38524.73
M,LIB,Department of Public Libraries,Silver Spring Library,Fulltime-Regular,Library Assistant II,03/20/2000,2000,73926.6
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,07/27/2015,2015,38020.38
F,CEX,Offices of the County Executive,Chief Administrative Officer's Office,Fulltime-Regular,Administrative Specialist I,06/23/2008,2008,70124.48
F,HHS,Department of Health and Human Services,Home Care Services,Fulltime-Regular,Community Services Aide III,01/04/1993,1993,76015.03
M,DLC,Department of Liquor Control,"Licensure, Regulation and Education",Fulltime-Regular,Program Manager II,02/24/1992,1992,104717.28
M,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist II,02/24/2014,2014,48572.17
M,FRS,Fire and Rescue Services,Station 40,Fulltime-Regular,Fire/Rescue Captain,09/04/2001,2001,118930.0
M,DHS,Office of Emergency Management and Homeland Security,Operations and Training,Fulltime-Regular,Emergency Management Specialist II,05/31/2016,2016,85425.0
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Emergency Communications Supervisor,04/17/2006,2006,73296.24
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,08/08/1988,1988,57807.08
F,DEP,Department of Environmental Protection,Management Services,Fulltime-Regular,Senior Executive Administrative Aide,10/01/2007,2007,69095.92
M,LIB,Department of Public Libraries,Bethesda Library,Parttime-Regular,Library Assistant I,06/13/1994,1994,30100.72
F,HHS,Department of Health and Human Services,Home Care Services,Fulltime-Regular,Community Services Aide III,02/06/1989,1989,76015.03
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Principal Administrative Aide,12/17/2012,2012,47443.98
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,05/26/2015,2015,40631.32
M,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,07/28/2014,2014,54535.86
M,FRS,Fire and Rescue Services,Station 11,Fulltime-Regular,Firefighter/Rescuer II,07/29/2013,2013,52693.0
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,11/04/1996,1996,76015.03
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Bus Operator,03/02/2008,2008,46860.73
F,HHS,Department of Health and Human Services,Environmental Health and Regulatory Services,Fulltime-Regular,Office Services Coordinator,06/27/2005,2005,61793.96
M,POL,Department of Police,ISB Criminal Investigations Division Central Auto Theft Section,Fulltime-Regular,Police Officer III,07/06/1992,1992,92756.7
M,DEP,Department of Environmental Protection,Management Services,Fulltime-Regular,Information Technology Specialist II,02/14/2011,2011,62517.39
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,07/18/2011,2011,65752.0
F,LIB,Department of Public Libraries,Cataloging and Preparation,Fulltime-Regular,Library Technician,06/13/2003,2003,46422.91
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist I,11/30/2015,2015,42662.89
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,08/15/1994,1994,57807.08
M,FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Firefighter/Rescuer II,03/10/2014,2014,50910.0
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer II (PFC),09/05/2006,2006,59187.0
M,DOT,Department of Transportation,Transit Central Communication,Fulltime-Regular,Transit Communications Supervisor,12/18/1995,1995,75277.02
F,HHS,Department of Health and Human Services,School Based Health Centers,Fulltime-Regular,Community Health Nurse II,12/08/2008,2008,91805.0
M,FRS,Fire and Rescue Services,Station 22,Fulltime-Regular,Firefighter/Rescuer III,06/04/2012,2012,57265.0
M,FRS,Fire and Rescue Services,Station 4,Fulltime-Regular,Firefighter/Rescuer II,01/14/2013,2013,52693.0
M,DPS,Department of Permitting Services,Fire Protection,Fulltime-Regular,Permitting and Code Enforcement Inspector III,01/03/2012,2012,82511.5
M,CEX,Offices of the County Executive,CountyStat,Fulltime-Regular,Management and Budget Specialist II,08/11/2014,2014,78198.3
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,04/30/2007,2007,19728.85
M,HHS,Department of Health and Human Services,STD and HIV Services,Fulltime-Regular,Office Services Coordinator,11/26/2007,2007,67139.65
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer I,10/06/2014,2014,53788.0
F,HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Community Health Nurse II,04/05/2004,2004,97912.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader IV,09/02/1997,1997,76564.78
M,DGS,Department of General Services,Facilities Major Programs,Fulltime-Regular,Senior Engineer,04/15/2002,2002,112899.0
M,POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Sergeant,06/13/1994,1994,107128.71
